-23.625, 23.695, 111.374
-21.662, 24.076, 110.301
-19.762, 24.694, 108.633
-17.964, 25.565, 107.871
-16.309, 26.684, 108.14
-14.83, 28.028, 110.097
-13.546, 29.56, 108.263
-12.454, 31.233, 105.892
-11.542, 33.012, 103.467
-10.793, 34.866, 100.984
-10.19, 36.772, 98.437
-9.715, 38.715, 95.823
-9.354, 40.681, 93.135
-9.092, 42.664, 90.366
-8.921, 44.656, 87.511
-8.832, 46.654, 84.559
-8.818, 48.654, 81.5
-8.873, 50.653, 78.321
-8.994, 52.65, 75.008
-9.178, 54.641, 71.542
-9.567, 56.591, 67.921
-10.379, 58.417, 64.076
-11.566, 60.015, 60
-13.354, 60.794, 60
-15.217, 60.156, 88.008
-16.723, 58.847, 106.843
-17.992, 57.303, 117.073
-19.115, 55.648, 119.547
-20.139, 53.931, 121.817
-21.092, 52.172, 123.186
-21.991, 50.386, 124.167
-22.849, 48.579, 125.244
-23.771, 46.81, 124.748
-24.888, 45.152, 125.965
-26.005, 43.492, 124.517
-27.092, 41.814, 123.187
-28.134, 40.106, 122.728
-29.122, 38.367, 122.523
-30.05, 36.596, 122.51
-30.916, 34.794, 122.635
-31.722, 32.963, 122.855
-32.471, 31.109, 123.136
-33.164, 29.233, 123.291
-33.802, 27.337, 123.612
-34.39, 25.426, 123.776
-34.932, 23.501, 124.098
-35.426, 21.563, 124.254
-35.88, 19.615, 124.406
-36.295, 17.659, 124.552
-36.674, 15.695, 124.694
-37.018, 13.725, 124.829
-37.329, 11.749, 125.08
-37.609, 9.769, 125.196
-37.86, 7.785, 125.306
-38.084, 5.797, 125.306
-38.282, 3.807, 125.41
-38.455, 1.815, 125.508
-38.783, -0.141, 126.533
-39.501, -2.007, 126.533
-40.212, -3.877, 126.54
-40.917, -5.748, 126.551
-41.616, -7.622, 126.551
-42.307, -9.499, 126.566
-42.992, -11.378, 126.587
-43.672, -13.259, 126.613
-44.346, -15.142, 125.66
-45.014, -17.027, 123.622
-45.676, -18.914, 121.55
-46.335, -20.803, 119.442
-46.989, -22.693, 117.296
-47.64, -24.584, 115.11
-48.288, -26.476, 112.882
-48.935, -28.368, 110.609
-49.581, -30.261, 108.288
-50.229, -32.153, 105.917
-50.88, -34.044, 103.491
-51.537, -35.933, 101.007
-52.202, -37.819, 98.46
-52.879, -39.701, 95.846
-53.573, -41.577, 93.158
-54.292, -43.443, 90.39
